,Property_C,Address1,County,City,Latitude,Longitude,Council_Di
239,Not Classified,LULL ST/ST CLAIR AVE,LOS ANGELES,UNKNOWN,34.20934333,-118.39946409999999,2
240,Not Classified,LULL ST/ST CLAIR AVE,LOS ANGELES,UNKNOWN,34.20934207,-118.39828659999999,2
241,Not Classified,POTTER AVE/LORNE ST,LOS ANGELES,UNKNOWN,34.21786605,-118.4077011,2
242,Not Classified,POTTER AVE/LORNE ST,LOS ANGELES,UNKNOWN,34.2178659,-118.4078321,2
243,Not Classified,BLYTHE ST/BABCOCK AVE,LOS ANGELES,UNKNOWN,34.21488766,-118.40758100000001,2
244,Not Classified,BLYTHE ST/BABCOCK AVE,LOS ANGELES,UNKNOWN,34.21488806,-118.4069086,2
245,Not Classified,BLYTHE ST/VANSCOY AVE,LOS ANGELES,UNKNOWN,34.21488855,-118.40625870000001,2
246,Not Classified,BLYTHE ST/BEN AVE,LOS ANGELES,UNKNOWN,34.21481232,-118.39425520000002,6
247,Not Classified,BEN AVE/STRATHERN ST,LOS ANGELES,UNKNOWN,34.21521464,-118.39435120000002,6
248,Not Classified,FARMDALE AVE/ARMINTA ST,LOS ANGELES,NORTH HOLLYWOOD,34.21364856,-118.38070230000001,6
249,Not Classified,CANTLAY ST/CASE AVE,LOS ANGELES,UNKNOWN,34.20210895,-118.37234369999999,2
250,Not Classified,SIMPSON AVE/STAGG ST,LOS ANGELES,UNKNOWN,34.20989957,-118.3889012,6
251,Not Classified,SIMPSON AVE/STAGG ST,LOS ANGELES,UNKNOWN,34.20975812,-118.38895579999999,6
252,Not Classified,RADFORD AVE/COVELLO ST,LOS ANGELES,NORTH HOLLYWOOD,34.20755593,-118.3921624,2
253,Not Classified,RADFORD AVE/COVELLO ST,LOS ANGELES,NORTH HOLLYWOOD,34.20711493,-118.39216540000001,2
254,Not Classified,LAURELGROVE AVE/CREWE ST,LOS ANGELES,NORTH HOLLYWOOD,34.19621065,-118.4008873,2
255,Not Classified,LAURELGROVE AVE/HARTLAND ST,LOS ANGELES,NORTH HOLLYWOOD,34.19486548,-118.400888,2
256,Not Classified,LAURELGROVE AVE/DEHOUGNE ST,LOS ANGELES,NORTH HOLLYWOOD,34.19538494,-118.4008878,2
257,Not Classified,BARBARA ANN ST/BELLAIRE AVE,LOS ANGELES,UNKNOWN,34.20028258,-118.41202240000001,2
258,Not Classified,BARBARA ANN ST/BELLAIRE AVE,LOS ANGELES,UNKNOWN,34.20028277,-118.4110115,2
259,Not Classified,BARBARA ANN ST/ETHEL AVE,LOS ANGELES,UNKNOWN,34.20015901,-118.41850009999999,2
260,Not Classified,GAULT ST/ETHEL AVE,LOS ANGELES,UNKNOWN,34.19941987,-118.4184997,2
261,Not Classified,CALVERT ST/ELMER AVE,LOS ANGELES,UNKNOWN,34.18124045,-118.37654009999999,2
262,Not Classified,KLUMP ST/CALVERT ST,LOS ANGELES,UNKNOWN,34.18146687,-118.3757784,2
263,Not Classified,CALIFA ST/RHODES AVE,LOS ANGELES,UNKNOWN,34.17727567,-118.4035418,2
264,Not Classified,MARTHA ST/COLDWATER CANYON AVE,LOS ANGELES,UNKNOWN,34.17296877,-118.4117432,2
265,Not Classified,ALLOTT AVE/HATTERAS ST,LOS ANGELES,UNKNOWN,34.17622609,-118.427977,2
266,Not Classified,ALLOTT AVE/EMELITA ST,LOS ANGELES,UNKNOWN,34.17618387,-118.4278993,2
267,Not Classified,BUFFALO AVE/EMELITA ST,LOS ANGELES,UNKNOWN,34.17605395,-118.43021570000002,2
268,Not Classified,CUMPSTON ST/GREENBUSH AVE,LOS ANGELES,VAN NUYS,34.169463,-118.4251385,4
269,Not Classified,CUMPSTON ST/GREENBUSH AVE,LOS ANGELES,VAN NUYS,34.16949321,-118.4250348,4
270,Not Classified,MCCORMICK ST/SUNNYSLOPE AVE,LOS ANGELES,UNKNOWN,34.16578319,-118.4257081,4
271,Not Classified,WEDDINGTON ST/RADFORD AVE,LOS ANGELES,VALLEY VILLAGE,34.16669562,-118.39192630000001,2
272,Not Classified,MORRISON ST/BEEMAN AVE,LOS ANGELES,UNKNOWN,34.15992907,-118.4076528,2
273,Not Classified,MORRISON ST/BEEMAN AVE,LOS ANGELES,UNKNOWN,34.16031094,-118.40786509999998,2
274,Not Classified,BEEMAN AVE/MORRISON ST,LOS ANGELES,UNKNOWN,34.16011592,-118.40767269999999,2
275,Not Classified,HARTSOOK ST/ETHEL AVE,LOS ANGELES,UNKNOWN,34.16400795,-118.420332,4
276,Not Classified,HARTSOOK ST/ETHEL AVE,LOS ANGELES,UNKNOWN,34.16400816,-118.4192404,4
277,Not Classified,SEE MAP FOR DETAILS,LOS ANGELES,UNKNOWN,34.16396184,-118.42195590000001,4
278,Not Classified,LONGRIDGE AVE/HARTSOOK ST,LOS ANGELES,UNKNOWN,34.163962,-118.4215098,4
279,Not Classified,KESWICK ST/VINELAND AVE,LOS ANGELES,UNKNOWN,34.20980933,-118.3696102,2
280,Not Classified,LULL ST/CLEON AVE,LOS ANGELES,UNKNOWN,34.20942176,-118.36945549999999,2
281,Not Classified,LULL ST/RIVERTON AVE,LOS ANGELES,UNKNOWN,34.2093571,-118.36941340000001,2
282,Not Classified,LULL ST/RIVERTON AVE,LOS ANGELES,UNKNOWN,34.20931671,-118.36894550000001,2
283,OPLA,LULL ST/RIVERTON AVE,Los Angeles,LOS ANGELES,34.20894647,-118.3685497,2
284,Not Classified,VINELAND AVE/SATICOY ST,LOS ANGELES,UNKNOWN,34.20752347,-118.3692531,2
285,OPLA,6181 ERWIN ST,Los Angeles,LOS ANGELES,34.18296694,-118.3686509,2
286,Not Classified,ERWIN ST/CLEON AVE,LOS ANGELES,UNKNOWN,34.18302159,-118.36873190000001,2
287,Not Classified,ERWIN ST/CLEON AVE,LOS ANGELES,UNKNOWN,34.18298206,-118.3686494,2
288,Not Classified,WILLOW CREST AVE/OXNARD ST,LOS ANGELES,UNKNOWN,34.18159282,-118.36274420000001,2
289,Not Classified,DELANO ST/CARTWRIGHT AVE,LOS ANGELES,UNKNOWN,34.18211688,-118.3632608,2
290,Not Classified,WILLOW CREST AVE/OXNARD ST,LOS ANGELES,UNKNOWN,34.18165769,-118.3626902,2
291,Not Classified,WILLOW CREST AVE/FRIAR ST,LOS ANGELES,UNKNOWN,34.18583393,-118.36268799999999,2
292,Not Classified,WILLOW CREST AVE/FRIAR ST,LOS ANGELES,UNKNOWN,34.18541465,-118.36268729999999,2
293,OPLA,WILLOW CREST AVE/OXNARD ST,Los Angeles,LOS ANGELES,34.17760517,-118.3626831,2
294,Not Classified,LARKSPUR ST/NORRIS AVE,LOS ANGELES,UNKNOWN,34.31337821,-118.4653115,7
295,Not Classified,LARKSPUR ST/BRADLEY AVE,LOS ANGELES,UNKNOWN,34.3118044,-118.4669203,7
296,Not Classified,ROSALES ST/BORDEN AVE,LOS ANGELES,UNKNOWN,34.31666181,-118.45432890000001,7
297,Not Classified,ROSALES ST/PHILLIPPI AVE,LOS ANGELES,SYLMAR,34.31733064,-118.4535652,7
298,Not Classified,LYLE ST/FENTON AVE,LOS ANGELES,UNKNOWN,34.31843684,-118.43584820000001,7
299,Not Classified,PADDOCK ST/GLADSTONE AVE,LOS ANGELES,UNKNOWN,34.3175462,-118.4353318,7
300,Not Classified,DE GARMO AVE/RYAN ST,LOS ANGELES,UNKNOWN,34.30934867,-118.45520079999999,7
301,Not Classified,FELLOWS AVE/ORO GRANDE ST,LOS ANGELES,UNKNOWN,34.30738329,-118.44626090000001,7
302,Not Classified,BERG ST/HERRICK AVE,LOS ANGELES,UNKNOWN,34.30182578,-118.4480127,7
303,Not Classified,HERRON ST/DE FOE AVE,LOS ANGELES,UNKNOWN,34.299709,-118.44380590000002,7
304,Not Classified,HERRON ST/DE FOE AVE,LOS ANGELES,UNKNOWN,34.30017786,-118.44334369999999,7
305,Not Classified,AZTEC ST/KISMET AVE,LOS ANGELES,UNKNOWN,34.31459595,-118.42344399999999,7
306,Not Classified,KISMET AVE/AZTEC ST,LOS ANGELES,UNKNOWN,34.31488789,-118.42364930000001,7
307,Not Classified,GRIDLEY ST/WHEELER AVE,LOS ANGELES,UNKNOWN,34.30774788,-118.4210925,7
308,Not Classified,WHEELER AVE/LAZARD ST,LOS ANGELES,UNKNOWN,34.30813182,-118.42160630000001,7
309,Not Classified,FELLOWS AVE/HUBBARD ST,LOS ANGELES,UNKNOWN,34.30060686,-118.43750159999998,7
310,Not Classified,WARREN ST/HUBBARD ST,LOS ANGELES,UNKNOWN,34.30110392,-118.4366491,7
311,Not Classified,EUSTACE ST/DE GARMO AVE,LOS ANGELES,UNKNOWN,34.27991222,-118.42051629999999,7
312,Not Classified,ROMONT ST/CRANSTON AVE,LOS ANGELES,UNKNOWN,34.30655684,-118.41388899999998,7
313,Not Classified,ALEXANDER ST/CRANSTON AVE,LOS ANGELES,UNKNOWN,34.30504476,-118.4141719,7
314,Not Classified,JOUETT ST/DORNFIELD AVE,LOS ANGELES,PACOIMA,34.27636537,-118.40206979999999,7
315,OPLA,ORCAS AVE/STONEHURST AVE,Los Angeles,LOS ANGELES,34.24541882,-118.36717490000001,7
316,OPLA,HELEN AVE/SUNLAND BLVD,Los Angeles,LOS ANGELES,34.24557188,-118.3659946,7
317,Not Classified,VALLEY GLOW DR/WHEATLAND AVE,LOS ANGELES,UNKNOWN,34.25075665,-118.35691750000001,7
318,Not Classified,MUSTANG WAY/JOHANNA AVE,LOS ANGELES,UNKNOWN,34.25768763,-118.34504,7
319,Not Classified,MUSTANG WAY/JOHANNA AVE,LOS ANGELES,UNKNOWN,34.25757171,-118.3450182,7
320,Not Classified,DOMINICA AVE/JIMENEZ ST,LOS ANGELES,UNKNOWN,34.27442341,-118.3495379,7
321,Not Classified,ESKO AVE/JIMENEZ ST,LOS ANGELES,UNKNOWN,34.27486264,-118.34741340000001,7
322,Not Classified,DENIVELLE RD/DENIVELLE PL,LOS ANGELES,UNKNOWN,34.27233609,-118.3009876,7
323,Not Classified,LANGMUIR AVE/WENTWORTH ST,LOS ANGELES,UNKNOWN,34.26669956,-118.3085636,7
324,Not Classified,FOOTHILL BLVD/FLORALITA AVE,LOS ANGELES,UNKNOWN,34.25824574,-118.3179482,7
325,Not Classified,FOOTHILL BLVD/FLORALITA AVE,LOS ANGELES,UNKNOWN,34.25819078,-118.31794860000001,7
326,Not Classified,APPERSON ST/SHERMAN GROVE AVE,LOS ANGELES,SUNLAND-TUJUNGA,34.25539816,-118.32174099999999,7
327,OPLA,TUJUNGA CANYON BLVD/MOUNTAIR AVE,Los Angeles,LOS ANGELES,34.26178494,-118.2935894,7
328,Not Classified,GREELEY ST/ZITTO LN,LOS ANGELES,UNKNOWN,34.24771735,-118.27428789999999,7
329,OPLA,10014 AMANITA AVE,LOS ANGELES,LOS ANGELES,34.25028491,-118.2675021,7
330,OPLA,10014 ARMINTA ST,LOS ANGELES,Los Angeles,34.2143956,-118.35262560000001,7
331,Not Classified,ZELZAH AVE/REXBON RD,LOS ANGELES,UNKNOWN,34.2899633,-118.5284067,12
332,Not Classified,WOODALE AVE/GLAMIS ST,LOS ANGELES,LOS ANGELES,34.24475876,-118.43325970000001,6
333,Not Classified,WOODALE AVE/GLAMIS ST,LOS ANGELES,LOS ANGELES,34.24553362,-118.43403740000001,6
334,Not Classified,STANWIN AVE/KAMLOOPS ST,LOS ANGELES,UNKNOWN,34.24217426,-118.4278476,6
335,Not Classified,STANWIN AVE/KAMLOOPS ST,LOS ANGELES,UNKNOWN,34.24212529,-118.42791470000002,6
336,Not Classified,KAMLOOPS ST/TELFAIR AVE,LOS ANGELES,UNKNOWN,34.25351734,-118.4141317,7
337,Not Classified,KELOWNA ST/TELFAIR AVE,LOS ANGELES,UNKNOWN,34.25408981,-118.4148794,7
338,Not Classified,TAMARACK AVE/WINGO ST,LOS ANGELES,UNKNOWN,34.25124194,-118.4108727,7
339,OPLA,9907 TAMARACK AVE,Los Angeles,LOS ANGELES,34.25164073,-118.41128219999999,7
340,Not Classified,TAMARACK AVE/MONTAGUE ST,LOS ANGELES,UNKNOWN,34.24954513,-118.4090178,7
341,Not Classified,MINEOLA ST/AMBOY AVE,LOS ANGELES,UNKNOWN,34.24476331,-118.4135571,7
342,Not Classified,MINEOLA ST/AMBOY AVE,LOS ANGELES,UNKNOWN,34.24481847,-118.41361529999999,7
343,Not Classified,URBANA AVE/OTTOMAN ST,LOS ANGELES,UNKNOWN,34.23116352,-118.4235397,6
344,Not Classified,URBANA AVE/OTTOMAN ST,LOS ANGELES,UNKNOWN,34.23178552,-118.4241975,6
345,Not Classified,RANGOON ST/URBANA AVE,LOS ANGELES,UNKNOWN,34.2311677,-118.4221064,6
346,Not Classified,REMINGTON ST/ CANTERBURY AVE,LOS ANGELES,UNKNOWN,34.24317166,-118.44062849999999,6
347,OPLA,9818 ARLETA,Los Angeles,LOS ANGELES,34.24866934,-118.4326466,6
348,Not Classified,HOYT ST/BEACHY AVE,LOS ANGELES,UNKNOWN,34.25120031,-118.44063200000001,6
349,Not Classified,WOLFSKILL ST/FOX ST,LOS ANGELES,UNKNOWN,34.26537589,-118.456451,7
350,Not Classified,SALOMA AVE/BLACKHAWK ST,LOS ANGELES,UNKNOWN,34.25843646,-118.45724229999999,7
351,Not Classified,HIAWATHA ST/CEDROS AVE,LOS ANGELES,UNKNOWN,34.25899447,-118.45255520000002,7
352,Not Classified,KINZIE ST/WILLIS AVE,LOS ANGELES,UNKNOWN,34.24800359,-118.4555977,7
353,Not Classified,KINZIE ST/WILLIS AVE,LOS ANGELES,UNKNOWN,34.24805908,-118.4548882,7
354,Not Classified,VINCENNES ST/NATICK AVE,LOS ANGELES,UNKNOWN,34.24007432,-118.4578064,7
355,Not Classified,ORION AVE/LASSEN ST,LOS ANGELES,UNKNOWN,34.24938087,-118.47183319999999,7
356,Not Classified,ORION AVE/LASSEN ST,LOS ANGELES,UNKNOWN,34.24974953,-118.47182959999999,7
357,Not Classified,ALEXANDER ST/BARTEE AVE,LOS ANGELES,UNKNOWN,34.27473495,-118.45760200000001,7
358,Not Classified,DEMPSEY AVE/NAPA ST,LOS ANGELES,UNKNOWN,34.22700525,-118.4775152,12
359,Not Classified,NAPA ST/DEMPSEY AVE,LOS ANGELES,UNKNOWN,34.22660473,-118.47706470000001,12
360,Not Classified,MALDEN ST/GLORIA AVE,LOS ANGELES,UNKNOWN,34.22564947,-118.48061729999999,12
361,Not Classified,DEMPSEY AVE/NAPA ST,LOS ANGELES,UNKNOWN,34.22589918,-118.477377,12
362,Not Classified,DEMPSEY AVE/NAPA ST,LOS ANGELES,UNKNOWN,34.22632914,-118.47735970000001,12
363,Not Classified,MALDEN ST/DEMPSEY AVE,LOS ANGELES,UNKNOWN,34.22554251,-118.4780793,12
364,Not Classified,FORBES AVE/WHITAKER AVE,LOS ANGELES,UNKNOWN,34.25552261,-118.5001419,12
365,Not Classified,SWINTON AVE/RAYEN ST,LOS ANGELES,UNKNOWN,34.23462794,-118.4862031,12
366,Not Classified,SWINTON AVE/RAYEN ST,LOS ANGELES,UNKNOWN,34.23383665,-118.48622549999999,12
367,Not Classified,SWINTON AVE/RAYEN ST,LOS ANGELES,UNKNOWN,34.23383711,-118.4862983,12
368,Not Classified,VALJEAN AVE/RAYEN ST,LOS ANGELES,UNKNOWN,34.2338434,-118.48729070000002,12
369,Not Classified,VALJEAN AVE/RAYEN ST,LOS ANGELES,UNKNOWN,34.23384298,-118.4872246,12
370,Not Classified,GOTHIC AVE/CHASE ST,LOS ANGELES,UNKNOWN,34.22516524,-118.48894469999999,12
371,Not Classified,GERMAIN ST/GAZETTE AVE,LOS ANGELES,UNKNOWN,34.26269821,-118.5869824,12
372,Not Classified,GAZETTE AVE/GERMAIN ST,LOS ANGELES,UNKNOWN,34.26296895,-118.58743840000001,12
373,Not Classified,YARMOUTH AVE/HIAWATHA ST,LOS ANGELES,UNKNOWN,34.25945524,-118.5209756,12
374,Not Classified,YARMOUTH AVE/HIAWATHA ST,LOS ANGELES,UNKNOWN,34.25945554,-118.521025,12
375,Not Classified,LABRADOR ST/CALVIN AVE,LOS ANGELES,UNKNOWN,34.24818629,-118.555145,12
376,Not Classified,LABRADOR ST/CALVIN AVE,LOS ANGELES,UNKNOWN,34.24816756,-118.5549747,12
377,Not Classified,SCHOENBORN ST/MASON AVE,LOS ANGELES,UNKNOWN,34.22096324,-118.5810453,3
378,Not Classified,COMMUNITY ST/KEOKUK AVE,LOS ANGELES,UNKNOWN,34.22143423,-118.5732462,3
379,Not Classified,COMMUNITY ST/KEOKUK AVE,LOS ANGELES,UNKNOWN,34.2213518,-118.57324609999999,3
380,Not Classified,CANBY AVE/CHASE ST,LOS ANGELES,UNKNOWN,34.22277518,-118.5348842,12
381,OPLA,BRYHURST AVE/71ST ST,LOS ANGELES,LOS ANGELES,33.97656894,-118.33309969999999,8
382,OPLA,AIRPORT BLVD/83RD ST,Los Angeles,LOS ANGELES,33.96419776,-118.38517720000002,11
383,OPLA,AIRPORT BLVD/83RD ST,Los Angeles,LOS ANGELES,33.96453277,-118.3851625,11
384,OPLA,SEPULVEDA BLVD/76TH ST,Los Angeles,LOS ANGELES,33.97273765,-118.39442530000001,11
385,OPLA,SEPULVEDA BLVD/74TH ST,Los Angeles,LOS ANGELES,33.9735711,-118.3942061,11
386,OPLA,SEPULVEDA BLVD/74TH ST,Los Angeles,LOS ANGELES,33.97382807,-118.3941374,11
387,OPLA,83RD ST/TRUXTON AVE,Los Angeles,LOS ANGELES,33.96361266,-118.3928874,11
388,OPLA,LA TIJERA BLVD/83RD ST,Los Angeles,LOS ANGELES,33.96312619,-118.3880045,11
389,OPLA,LA TIJERA BLVD/83RD ST,Los Angeles,LOS ANGELES,33.963781,-118.38726840000001,11
390,OPLA,LA TIJERA BLVD/83RD ST,Los Angeles,LOS ANGELES,33.963606,-118.38750800000001,11
391,OPLA,AIRPORT BLVD/MANCHESTER AVE,Los Angeles,LOS ANGELES,33.960679999999996,-118.385675,11
392,OPLA,88TH ST/EL MONOR AVE,Los Angeles,LOS ANGELES,33.957392999999996,-118.39928400000001,11
393,OPLA,88TH ST/EL MONOR AVE,Los Angeles,LOS ANGELES,33.957397,-118.40068500000001,11
394,OPLA,AIRPORT BLVD/INTERCEPTOR ST,Los Angeles,LOS ANGELES,33.959171000000005,-118.385696,11
395,Not Classified,95TH ST/GLASCOW - BLOCKER LOT,LOS ANGELES,LOS ANGELES,33.94995835,-118.3709371,11
396,Commercial Improved,685 VENICE BLVD,LOS ANGELES,LOS ANGELES,33.991479,-118.45856440000001,11
397,Not Classified,WADE ST/PALMS BLVD,LOS ANGELES,UNKNOWN,34.00887893,-118.44350619999999,11
398,Not Classified,WADE ST/PALMS BLVD,LOS ANGELES,UNKNOWN,34.00885475,-118.4434658,11
399,Not Classified,NORTHVALE RD/OVERLAND AVE,LOS ANGELES,UNKNOWN,34.03730803,-118.4207021,5
400,Not Classified,NORTHVALE RD/OVERLAND AVE,LOS ANGELES,UNKNOWN,34.03704676,-118.4195375,5
401,Not Classified,DUNLEER PL/COVENTRY PL,LOS ANGELES,UNKNOWN,34.03418882,-118.41748270000001,5
402,OPLA,PICO BLVD/SAWTELLE BLVD,Los Angeles,LOS ANGELES,34.03482698,-118.4384797,11
403,Not Classified,SEPULVEDA BLVD/MISSISSIPPI AVE,LOS ANGELES,UNKNOWN,34.0418884,-118.439532,5
404,Public Facility,2055 S SEPULVEDA BLVD,LOS ANGELES,LOS ANGELES,34.0417077,-118.439644,5
405,Not Classified,FERRARI DR/SUMMITRIDGE DR,LOS ANGELES,BEVERLY HILLS,34.10096638,-118.4203825,5
406,Not Classified,FERRARI DR/SUMMITRIDGE DR,LOS ANGELES,BEVERLY HILLS,34.1004171,-118.4203153,5
407,Not Classified,ANGELO DR/MAYBROOK DR,LOS ANGELES,UNKNOWN,34.08967709,-118.43078759999999,5
408,OPLA,10522 W SANDALL LN,Los Angeles,LOS ANGELES,34.09926866,-118.4458503,5
409,Not Classified,FLORIAN PL/APRICOT LN,LOS ANGELES,UNKNOWN,34.11131597,-118.42313,5
410,Not Classified,FLORIAN PL/APRICOT LN,LOS ANGELES,UNKNOWN,34.11178339,-118.42341100000002,5
411,OPLA,CANYON VIEW DR/SUNSET BLVD,Los Angeles,LOS ANGELES,34.055779,-118.484844,11
412,OPLA,CANYON VIEW DR/SUNSET BLVD,Los Angeles,LOS ANGELES,34.056256,-118.484867,11
413,Not Classified,TRAVIS ST/BUNDY DR,LOS ANGELES,UNKNOWN,34.07673096,-118.4822488,11
414,Not Classified,TRAVIS ST/BUNDY DR,LOS ANGELES,UNKNOWN,34.07674169,-118.4821902,11
415,Public Facility,5730 S CRENSHAW BLVD,LOS ANGELES,LOS ANGELES,33.990008,-118.3302919,8
416,OPLA,VERMONT AVE/MENLO AVE,Los Angeles,LOS ANGELES,34.00779446,-118.29069720000001,9
417,OPLA,VERMONT AVE/MENLO AVE,Los Angeles,LOS ANGELES,34.00780163,-118.29032009999999,9
418,OPLA,VERMONT AVE/41ST ST,Los Angeles,LOS ANGELES,34.00781771,-118.2905585,9
419,OPLA,VERMONT AVE/41ST ST,Los Angeles,LOS ANGELES,34.00781244,-118.29083590000002,9
420,OPLA,MENLO AVE/42ND ST,Los Angeles,LOS ANGELES,34.00782499,-118.29017579999999,9
421,OPLA,VERMONT AVE/41ST ST,Los Angeles,LOS ANGELES,34.00779308,-118.2907699,9
422,OPLA,MARTIN LUTHER KING JR BLVD/WELLAND AV,LOS ANGELES,LOS ANGELES,34.01105558,-118.32577830000001,10
423,OPLA,MARTIN LUTHER KING JR BLVD/HEPBURN AVE,LOS ANGELES,UNKNOWN,34.01105207,-118.32480509999999,10
424,OPLA,LATONA DR,LOS ANGELES,LOS ANGELES,34.01104666,-118.32383429999999,10
425,Public Facility,3990 BILL ROBERTSON LN,LOS ANGELES,LOS ANGELES,34.0115349,-118.2899777,9
426,Not Classified,CLOVERDALE AVE/JEFFERSON BLVD,LOS ANGELES,LOS ANGELES,34.02537448,-118.36036329999999,10
427,OPLA,VICTORIA AVE/COUNTRY CLUB DR,Los Angeles,LOS ANGELES,34.05176984,-118.3252544,10
428,OPLA,OLYMPIC BLVD/VICTORIA AVE,Los Angeles,LOS ANGELES,34.05505422,-118.32489890000001,4
429,OPLA,640 MORGAN,Los Angeles,LOS ANGELES,33.99831641,-118.24477649999999,9
430,Maintenance Yard,4206 S MAIN ST,LOS ANGELES,LOS ANGELES,34.00733568,-118.2736392,9
431,OPLA,271 E MARTIN LUTHER KING JR BLVD,Los Angeles,LOS ANGELES,34.011329100000005,-118.26881200000001,9
432,Not Classified,TRINITY ST/MAPLE AVE,LOS ANGELES,UNKNOWN,34.02756769,-118.2613041,9
433,Not Classified,TRINITY ST/21ST ST,LOS ANGELES,UNKNOWN,34.02726727,-118.26061570000002,9
434,OPLA,ALISO ST/N BROADWAY,Los Angeles,LOS ANGELES,34.05678946,-118.2429152,14
435,Not Classified,SANTA FE AVE/OLYMPIC BLVD,LOS ANGELES,UNKNOWN,34.02553884,-118.2303043,14
436,OPLA,622 ANDERSON,Los Angeles,LOS ANGELES,34.038228000000004,-118.223453,14
437,OPLA,ACROSS FROM 4477 HUNTINGTON DR,Los Angeles,LOS ANGELES,34.083282000000004,-118.188643,14
438,OPLA,4827 CONVERSE ST,Los Angeles,LOS ANGELES,34.082999900000004,-118.179523,14
439,OPLA,Montecito Dr/Sinova St,Los Angeles,Los Angeles,34.09104491,-118.2001389,1
440,Maintenance Yard,6740 Marmion Way,LOS ANGELES,LOS ANGELES,34.11107205,-118.18268619999999,14
441,OPLA,6308-13 Monterey Rd,Los Angeles,Los Angeles,34.10852335,-118.18136570000001,14
442,OPLA,6308-13 Monterey Rd,Los Angeles,Los Angeles,34.10830895,-118.18122509999999,14
443,Not Classified,N MAIN ST/ARCADIA ST,LOS ANGELES,UNKNOWN,34.05608358,-118.2402824,14
444,OPLA,Scott Ave/Laveta Ter,Los Angeles,Los Angeles,34.079041,-118.25461100000001,13
445,OPLA,Scott Ave/Laveta Ter,Los Angeles,Los Angeles,34.078783,-118.25473999999998,13
446,Public Facility,3625 MARATHON ST,LOS ANGELES,Los Angeles,34.0834349,-118.281797,13
447,OPLA,RIVERSIDE DR/RIPPLE ST,Los Angeles,LOS ANGELES,34.102121999999994,-118.24776200000001,13
448,OPLA,Willow Glen Rd/Laurel Canyon Blvd,Los Angeles,Los Angeles,34.11579641,-118.3739133,4
449,Not Classified,STANLEY HILLS PL/STANLEY HILLS DR,LOS ANGELES,UNKNOWN,34.10905205,-118.3779768,4
450,Not Classified,STANLEY HILLS PL/STANLEY HILLS DR,LOS ANGELES,UNKNOWN,34.10839118,-118.37855890000002,4
451,OPLA,STANLEY HILLS DR/LOOKOUT MOUNTAIN AVE,Los Angeles,LOS ANGELES,34.11327244,-118.3758851,4
452,OPLA,Appian Way,Los Angeles,Los Angeles,34.10750542,-118.37727720000001,4
453,Not Classified,UTICA DR/WEEPAH WAY,LOS ANGELES,UNKNOWN,34.10849183,-118.3725361,4
454,OPLA,Mulholland Dr/Laurel Canyon Blvd,Los Angeles,Los Angeles,34.12343087,-118.3751225,4
455,OPLA,Lambert Dr/Hollyridge Dr,Los Angeles,Los Angeles,34.11673648,-118.3180683,4
456,Not Classified,ELECTRONICS PL/SAN FERNANDO RD,LOS ANGELES,UNKNOWN,34.14481424,-118.27182590000001,13
457,OPLA,2188 Yosemite DR,LOS ANGELES,Los Angeles,34.13267128,-118.2017524,14
458,OPLA,OAK GROVE DR/TOWNSEND AVE,Los Angeles,LOS ANGELES,34.131028,-118.20270900000001,14
459,Not Classified,GAGE AVE/CENTRAL AVE,LOS ANGELES,UNKNOWN,33.98195563,-118.25817179999999,9
460,Commercial Improved,917 W Manchester Blvd,LOS ANGELES,Los Angeles,33.96039566,-118.2904815,8
461,Public Facility,1827 E 103rd St,LOS ANGELES,Los Angeles,33.9434624,-118.2398249,15
462,Not Classified,95TH ST/MAIN ST,LOS ANGELES,UNKNOWN,33.95012845,-118.2760939,8
463,OPLA,Flower St/98th St,LOS ANGELES,Los Angeles,33.94689877,-118.2812754,8
464,OPLA,Flower St/98th St,LOS ANGELES,Los Angeles,33.94690085,-118.280616,8
465,Public Facility,1212 E 108th ST,LOS ANGELES,Los Angeles,33.937723299999995,-118.2539805,15
466,OPLA,1551 E 111th ST,Los Angeles,Los Angeles,33.935064000000004,-118.24730600000001,15
467,Commercial Improved,710 E 111TH PL,LOS ANGELES,Los Angeles,33.93388584,-118.262459,8
468,OPLA,169th St/Figueroa St,Los Angeles,Los Angeles,33.878544,-118.28361899999999,15
469,OPLA,E St/Alameda St,Los Angeles,Los Angeles,33.775945,-118.250026,15
470,Not Classified,CUMBRE DR/MERMAID DR,LOS ANGELES,UNKNOWN,33.72939859,-118.32140590000002,15
471,OPLA,Cumbre Dr/Mermaid Dr,Los Angeles,Los Angeles,33.729455,-118.32193899999999,15
472,Parking Facility,1773 E CENTURY BLVD,LOS ANGELES,LOS ANGELES,33.94593571,-118.2410855,15
473,Not Classified,HANCOCK ST/N MAIN ST,LOS ANGELES,LOS ANGELES,34.06491676,-118.20864070000002,14
474,Commercial Improved,3116 W Jefferson Blvd,LOS ANGELES,Los Angeles,34.02531336,-118.33000430000001,10
475,Public Safety Facility,23001 ROSCOE BLVD,LOS ANGELES,Los Angeles,34.2193362,-118.62781140000001,12
476,Public Safety Facility,23004 ROSCOE BLVD,LOS ANGELES,Los Angeles,34.2190172,-118.62807439999999,12
477,Public Safety Facility,6345 FALLBROOK AVE,LOS ANGELES,WOODLAND HILLS,34.185742100000006,-118.6238037,3
478,Public Safety Facility,7419 RESEDA BLVD,LOS ANGELES,Los Angeles,34.2054092,-118.53642669999999,3
